,,,,,,,Denver Broncos @ Kansas City Chiefs,1:00 PM,"GEHA Field at Arrowhead Stadium, Kansas City"
,,,,,,,Miami Dolphins @ New England Patriots,1:00 PM,"Gillette Stadium, Foxboro"
,,,,,,,Indianapolis Colts @ New York Giants,1:00 PM,"MetLife Stadium, East Rutherford"
,,,,,,,New Orleans Saints @ Philadelphia Eagles,1:00 PM,"Lincoln Financial Field, Philadelphia"
,,,,,,,Carolina Panthers @ Tampa Bay Buccaneers,1:00 PM,"Raymond James Stadium, Tampa"
,,,,,,,Cleveland Browns @ Washington Commanders,1:00 PM,"FedExField, Landover"
,,,,,,,Pittsburgh Steelers @ Baltimore Ravens,1:00 PM,"M&T Bank Stadium, Baltimore"
,,,,,,,Jacksonville Jaguars @ Houston Texans,1:00 PM,"NRG Stadium, Houston"
,,,,,,,San Francisco 49ers @ Las Vegas Raiders,4:05 PM,"Allegiant Stadium, Las Vegas"
,,,,,,,New York Jets @ Seattle Seahawks,4:05 PM,"Lumen Field, Seattle"
,,,,,,,Minnesota Vikings @ Green Bay Packers,4:25 PM,"Lambeau Field, Green Bay"
,,,,,,,Los Angeles Rams @ Los Angeles Chargers,8:20 PM,"SoFi Stadium, Inglewood"
,,,,,,"Monday, January 02, 2023",Buffalo Bills @ Cincinnati Bengals,8:30 PM,"Paycor Stadium, Cincinnati"
,,,,,,,,,
,,,,,,WEEK 18:,,,
,,,,,,"Sunday, January 08, 2023",Tampa Bay Buccaneers @ Atlanta Falcons,TBD,"Mercedes-Benz Stadium, Atlanta"
,,,,,,,New England Patriots @ Buffalo Bills,TBD,"Highmark Stadium, Orchard Park"
,,,,,,,Minnesota Vikings @ Chicago Bears,TBD,"Soldier Field, Chicago"
,,,,,,,Baltimore Ravens @ Cincinnati Bengals,TBD,"Paycor Stadium, Cincinnati"
,,,,,,,Los Angeles Chargers @ Denver Broncos,TBD,"Empower Field at Mile High, Denver"
,,,,,,,Detroit Lions @ Green Bay Packers,TBD,"Lambeau Field, Green Bay"
,,,,,,,Houston Texans @ Indianapolis Colts,TBD,"Lucas Oil Stadium, Indianapolis"
,,,,,,,Kansas City Chiefs @ Las Vegas Raiders,TBD,"Allegiant Stadium, Las Vegas"
,,,,,,,New York Jets @ Miami Dolphins,TBD,"Hard Rock Stadium, Miami Gardens"
,,,,,,,Carolina Panthers @ New Orleans Saints,TBD,"Caesars Superdome, New Orleans"
,,,,,,,New York Jets @ Philadelphia Eagles,TBD,"Lincoln Financial Field, Philadelphia"
,,,,,,,Cleveland Browns @ Pittsburgh Steelers,TBD,"Acrisure Stadium, Pittsburgh"
,,,,,,,Arizona Cardinals @ San Francisco 49ers,TBD,"Levi's Stadium, Santa Clara"
,,,,,,,Los Angeles Chargers @ Seattle Seahawks,TBD,"Lumen Field, Seattle"
,,,,,,,Dallas Cowboys @ Washington Commanders,TBD,"FedExField, Landover"
,,,,,,,Tennessee Titans @ Jacksonville Jaguars,TBD,"TIAA Bank Field, Jacksonville"

,,,,,2022 - 2023  NFL Schedule,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Team / Week,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,,,,,Arizona,KC,@LV,LAR,@CAR,PHI,@SEA,NO,@MIN,SEA,@LAR,SF,LAC,BYE,NE,@DEN,TB,@ATL,@SF
,,,,,Atlanta,NO,@LAR,@SEA,CLE,@TB,SF,@CIN,CAR,LAC,@CAR,CHI,@WSH,PIT,BYE,@NO,@BAL,ARI,TB
,,,,,Baltimore,@NYJ,MIA,@NE,BUF,CIN,@NYG,CLE,@TB,@NO,BYE,CAR,@JAX,DEN,@PIT,@CLE,ATL,PIT,@CIN
,,,,,Buffalo,@LAR,TEN,@MIA,@BAL,PIT,@KC,BYE,GB,@NYJ,MIN,CLE,@DET,@NE,NYJ,MIA,@CHI,@CIN,NE
,,,,,Carolina,CLE,@NYG,NO,ARI,SF,@LAR,TB,@ATL,@CIN,ATL,@BAL,DEN,BYE,@SEA,PIT,DET,@TB,@NO
,,,,,Chicago,SF,@GB,HOU,@NYG,@MIN,WSH,@NE,@DAL,MIA,DET,@ATL,@NYJ,GB,BYE,PHI,BUF,@DET,MIN
,,,,,Cincinnati,PIT,@DAL,@NYJ,MIA,@BAL,@NO,ATL,@CLE,CAR,BYE,@PIT,@TEN,KC,CLE,@TB,@NE,BUF,BAL
,,,,,Cleveland,@CAR,NYJ,PIT,@ATL,LAC,NE,@BAL,CIN,BYE,@MIA,@BUF,TB,@HOU,@CIN,BAL,NO,@WSH,@PIT
,,,,,Dallas,TB,CIN,@NYG,WSH,@LAR,@PHI,DET,CHI,BYE,@GB,@MIN,NYG,IND,HOU,@JAX,PHI,@TEN,@WSH
,,,,,Denver,@SEA,HOU,SF,@LV,IND,@LAC,NYJ,@JAX,BYE,@TEN,LV,@CAR,@BAL,KC,ARI,@LAR,@KC,LAC
,,,,,Detroit,PHI,WSH,@MIN,SEA,@NE,BYE,@DAL,MIA,GB,@CHI,@NYG,BUF,JAX,MIN,@NYJ,@CAR,CHI,@GB
,,,,,Green Bay,@MIN,CHI,@TB,NE,NYG,NYJ,@WSH,@BUF,@DET,DAL,TEN,@PHI,@CHI,BYE,LAR,@MIA,MIN,DET
,,,,,Houston,IND,@DEN,@CHI,LAC,@JAX,BYE,@LV,TEN,PHI,@NYG,WSH,@MIA,CLE,@DAL,KC,@TEN,JAX,@IND
,,,,,Indianapolis,@HOU,@JAX,KC,TEN,@DEN,JAX,@TEN,WSH,@NE,@LV,PHI,PIT,@DAL,BYE,@MIN,LAC,@NYG,HOU
,,,,,Jacksonville,@WSH,IND,@LAC,@PHI,HOU,@IND,NYG,DEN,LV,@KC,BYE,BAL,@DET,@TEN,DAL,@NYJ,@HOU,TEN
,,,,,Kansas City,@ARI,LAC,@IND,@TB,LV,BUF,@SF,BYE,TEN,JAX,@LAC,LAR,@CIN,@DEN,@HOU,SEA,DEN,@LV
,,,,,Las Vegas,@LAC,ARI,@TEN,DEN,@KC,BYE,HOU,@NO,@JAX,IND,@DEN,@SEA,LAC,@LAR,NE,@PIT,SF,KC
,,,,,LA Rams,BUF,ATL,@ARI,@SF,DAL,CAR,BYE,SF,@TB,ARI,@NO,@KC,SEA,LV,@GB,DEN,@LAC,@SEA
,,,,,LA Chargers,LV,@KC,JAX,@HOU,@CLE,DEN,SEA,BYE,@ATL,@SF,KC,@ARI,@LV,MIA,TEN,@IND,LAR,@DEN
,,,,,Miami,NE,@BAL,BUF,@CIN,@NYJ,MIN,PIT,@DET,@CHI,CLE,BYE,HOU,@SF,@LAC,@BUF,GB,@NE,NYJ
,,,,,Minnesota,GB,@PHI,DET,@NO,CHI,@MIA,BYE,ARI,@WSH,@BUF,DAL,NE,NYJ,@DET,IND,NYG,@GB,@CHI
,,,,,New England,@MIA,@PIT,BAL,@GB,DET,@CLE,CHI,@NYJ,IND,BYE,NYJ,@MIN,BUF,@ARI,@LV,CIN,MIA,@BUF
,,,,,New Orleans,@ATL,TB,@CAR,MIN,SEA,CIN,@ARI,LV,BAL,@PIT,LAR,@SF,@TB,BYE,ATL,@CLE,@PHI,CAR
,,,,,NY Giants,@TEN,CAR,DAL,CHI,@GB,BAL,@JAX,@SEA,BYE,HOU,DET,@DAL,WSH,PHI,@WSH,@MIN,IND,@PHI
,,,,,NY Jets,BAL,@CLE,CIN,@PIT,MIA,@GB,@DEN,NE,BUF,BYE,@NE,CHI,@MIN,@BUF,DET,JAX,@SEA,@MIA
,,,,,Philadelphia,@DET,MIN,@WSH,JAX,@ARI,DAL,BYE,PIT,@HOU,WSH,@IND,GB,TEN,@NYG,@CHI,@DAL,NO,NYG
,,,,,Pittsburgh,@CIN,NE,@CLE,NYJ,@BUF,TB,@MIA,@PHI,BYE,NO,CIN,@IND,@ATL,BAL,@CAR,LV,@BAL,CLE
,,,,,San Francisco,@CHI,SEA,@DEN,LAR,@CAR,@ATL,KC,@LAR,BYE,LAC,@ARI,NO,MIA,TB,@SEA,WSH,@LV,ARI
,,,,,Seattle,DEN,@SF,ATL,@DET,@NO,ARI,@LAC,NYG,@ARI,@TB,BYE,LV,@LAR,CAR,SF,@KC,NYJ,LAR
,,,,,Tampa Bay,@DAL,@NO,GB,KC,ATL,@PIT,@CAR,BAL,LAR,SEA,BYE,@CLE,NO,@SF,CIN,@ARI,CAR,@ATL
,,,,,Tennessee,NYG,@BUF,LV,@IND,@WSH,BYE,IND,@HOU,@KC,DEN,@GB,CIN,@PHI,JAX,@LAC,HOU,DAL,@JAX
,,,,,Washington,JAX,@DET,PHI,@DAL,TEN,@CHI,GB,@IND,MIN,@PHI,@HOU,ATL,@NYG,BYE,NYG,@SF,CLE,DA
